shopper_id,order_id,item_id
UQUWO,823VX,7XNVL
UQUWO,823VX,B7MYW
6RXFG,MP9Q1,LJBHV
6RXFG,MP9Q1,LAL4V
6RXFG,MP9Q1,13HNE
5K4EO,I9DGF,L6IX7
MPSWT,MOQE4,G5U6S
MPSWT,MOQE4,E3AJD
7A87O,K1AU9,7SQRR
7A87O,K1AU9,EN1D4
JKCG6,XZIR9,Q2HTX
PLJ5Q,YCBUZ,OPHI4
MH5MG,IPJAT,Y3793
5IBDJ,PGLY6,66MLJ
0GW2Q,SIVQC,WQC7J
HW4LH,NMA29,BKGUV
N5LM5,CME90,A93EI
B64DW,C0TT2,VJO6S
OO7GR,600XN,LITKQ
OO7GR,600XN,OCYRU
OO7GR,600XN,IBW5B
OO7GR,600XN,OIDLK
D6WUG,PDMQD,XDYTQ
C2MTX,31VS8,D0KVE
5MYL2,O4W8A,IBTWD
T3JRZ,5DUU0,EQA4A
T3JRZ,5DUU0,6KDG8
IYQ2K,L90SN,HQ1W3
T6YDW,KVVTP,12DGB
C7X9T,2120B,YON6Z
FGYNW,KREV9,0HMPY
DMR7G,LTK72,UHMUH
0GW2Q,2GLEK,XRB88
0GW2Q,2GLEK,7N1EL
0GW2Q,2GLEK,ZA9IB
GQ4X5,GA7W1,3ME6A
LMFUR,4LK72,4FJ2Y
LMFUR,4LK72,L8UNC
IZ7H1,OQGOY,ZZJSV
VDCQO,0VCGG,12Y6D
V7XH3,HA0ZB,UYFIN
BQV8F,N1YPG,CRU6I
AR01U,OISNP,67E07
AR01U,OISNP,IEL79
QNBDK,MHKBA,BI33C
P2D9W,SBTAB,FNHSE
J4V73,UWN5N,XZ2HI
J4V73,UWN5N,ZMC26
MKTEZ,HA7CU,HJGLD
MKTEZ,HA7CU,YDKJA
7WK8W,EB5XJ,E6ESA
4H3OB,JKJ3Y,29QWC
S8FF2,O0AXW,6AUG2
EIYQ8,0Y8UO,29WMY
EIYQ8,0Y8UO,L486T
Q7W81,ZAS68,0DRPV
LDP2V,24FCC,PBTTN
C0CRZ,99HDV,N26C4
HW29B,WB2RB,LDSYL
HW29B,WB2RB,EOPYC
QEEUO,1HJQJ,4FJ6Q
JZ15D,3C11P,PWSIV
HW29B,QZUDQ,BQGE0
HW29B,QZUDQ,IUDJH
ZNA5V,KL38O,AQ85E
ZNA5V,KL38O,0BY3S
MK7BI,L2V7X,GUT1Q
MK7BI,L2V7X,JDQQ7
I5IEP,UNEK0,V15H4
YFBMO,4QAW6,I5V9Z
53DQU,HNUEU,BJAKL
345P5,68TQR,KNHJF
FDB35,229ZS,A7IGW
FDB35,229ZS,6PBXA
MX4YW,PJGPY,08FGQ
MX4YW,PJGPY,WBIQL
WQFU4,YPJ00,M7BAR
WQFU4,YPJ00,KL73T
GIIMF,889VW,UZOQ7
X1IIA,PYOYM,WFWT0
X1IIA,PYOYM,S0RZ8
X1IIA,PYOYM,VPQCQ
MK7BI,3GS9I,7S3AX
MK7BI,3GS9I,R0OYM
LAU7S,81WFI,QGG6I
MBYBH,6AY0D,BLKG7
K85P4,VF1CI,2OFWE
920AI,NBD9U,HCEZF
920AI,NBD9U,3KKAS
9XKV3,41FYC,HVAD8
OTJ8K,NTD8S,AJT03
NR6CU,CVA8G,0C0OA
1IVOT,WI1VX,L4OYT
OWDJI,ULDP9,9Z57L
BQMU0,544AQ,W7MJM
RSCP9,S9JSF,595YF
E3GNS,F1KB1,OWY1G
6WO13,D7RMB,HM7VE
FDB35,1YYX4,27TXS
FDB35,1YYX4,NEJGG
WQFU4,YAJ64,G3RM8
67LDL,LF0O2,PG6F2
EIH2J,06QXP,K8G9P
EIGF6,M44SZ,0183Z
4MJHN,Y1B96,Z6KQZ
4MJHN,Y1B96,SF3Z9
IZ7H1,9Y9IE,6NLAF
HW4LH,CGM5D,YH7D2
PJ84C,0PY8F,BCA4G
PJ84C,0PY8F,FY9PW
NP78L,VJ485,AEA98
CYNR7,3D5ET,7U1RA
8BLOK,60CVU,QWJ7U
CVTAH,67H8D,3D9CC
CVTAH,67H8D,5TCPR
LO7O1,BNQZF,10OOJ
XQ4LX,IFOK2,FRH1X
K3UZB,E8KA6,0PNBI
7RVJN,KTTCN,1U5FC
9RV8N,AUBV5,RRH44
QYVI6,4QR5P,KF9E6
DX7SM,GX56R,U9Y4L
RFPMM,5FPD3,T0NLJ
RFPMM,5FPD3,QOQEU
VOMZD,4N4YK,JKXHN
5HHJ1,Y3J9S,T03CQ
5HHJ1,Y3J9S,YE1EI
5HHJ1,Y3J9S,E2AWP
RJQBV,PH2SV,PGENR
FGYNW,LH4QK,RN66V
FGYNW,LH4QK,2W83O
16YH6,0PM84,AKWRK
6U497,4E7PV,J0N30
6U497,4E7PV,GAUFC
6U497,4E7PV,9SCWC
6U497,4E7PV,MZT4W
NQ84J,SC8IO,GPWFN
3GXHB,YF17L,7XSOM
R5Z9M,XC2XC,XF3TR
GO7CC,8JMAU,HUVJY
FQRAJ,CEKLT,S0WLE
TSSZD,VD26R,E96QV
2Y183,EOXXT,MPJ2V
2Y183,EOXXT,TRPNV
FGYNW,BH33Z,ISUSE
Q8DEK,HUQAG,YADN6
DMR7G,NNUA0,SXKU0
CS6IM,4IC08,BMW5T
RNZHO,2IY3M,83CD5
RNZHO,2IY3M,QCXLM
P2D9W,A12UU,VR07H
P2D9W,A12UU,J22Z4
P2D9W,A12UU,9ZYA8
NJG84,P6AAT,6G34E
9VY80,W595R,TPA2Q
SPU5K,FVE7P,Y7PSJ
SPU5K,FVE7P,KOEQY
HW4LH,MTXVS,UDUSG
BXCKT,8K3WZ,MPKCE
001PR,85K5A,L72IR
8PE3A,CWBC2,NIF7O
6JLXT,2UFDD,6QNXR
RF1QJ,ZCU0T,JU1ZI
ZTN0U,VUGCE,HNKQ5
ZTN0U,VUGCE,1MBVG
ZTN0U,VUGCE,OKZRX
KUGE3,L9ILL,VD714
QNZJQ,2SEXM,QLWI4
2445R,22QA2,RKAMV
2445R,22QA2,0E7CF
2445R,22QA2,2J07E
2445R,22QA2,ZNHB7
ROZ39,8YYFL,CY01D
5GRXX,1U5WB,3V90D
5GRXX,1U5WB,IUJD7
TWAG1,PLXFL,ZXQ82
TWAG1,PLXFL,YUOLD
TWAG1,PLXFL,9QQB6
5K9WH,LVR53,JZRZI
FQFAD,HOO5G,YXP8B
FQFAD,HOO5G,NQFKV
FQFAD,HOO5G,6V2OF
QJD0R,8OK9U,XQBLP
NTM3O,9HQT6,KNU7F
LWN92,0VV0U,CC6XG
JKCG6,WZN97,0SZVL
JKCG6,WZN97,KSW1U
MR3R6,Q4DN7,3TUV9
NL2AE,56MZ2,WM67R
EIYQ8,N4E1B,RPFDZ
EIYQ8,N4E1B,LCE16
0P5W0,IOH75,M5CKL
UKPH3,6TXOK,5AW8O
EIYQ8,RKUL0,JQY0F
TGLRH,H4ZIQ,7DLA8
3DQU6,3EFEE,OIQ4J
3DQU6,3EFEE,TTZ7P
HW4LH,C7XB9,VCJ3W
5IBDJ,8UM75,FXJ2S
5IBDJ,8UM75,4X2QO
5IBDJ,8UM75,CGTL8
5IBDJ,8UM75,5Y0ZC
5IBDJ,8UM75,RV7SR
QFT7M,KWK6U,EFC0I
QFT7M,KWK6U,LRJIJ
QFT7M,KWK6U,QGQVB
PJ84C,UQZ4H,LONJL
7BU11,G5PMT,Z1H7Y
7BU11,G5PMT,XDD78
6CZ88,49T9R,LIN1O
6CZ88,49T9R,12792
8I2TB,0F7LC,RWTK3
XRCX9,XKT0V,3T4AU
HKOS5,ZTRNT,RN4JO
UAS84,EZM0T,K65OA
UAS84,EZM0T,ES1ZI
PDQKA,U3MEV,RN3QS
B41K6,062GS,OAT1D
6OZK4,AXRB7,ESYM9
6OZK4,AXRB7,9IFW7
BQV8F,OI04Q,MXDBD
U1G0V,87NP2,4Q0IY
BGLPL,5CHPR,DXNC9
YNMFG,R4PGP,DC3LW
E42JX,WOVFX,XH1RX
C9KK8,2ZPZ9,S3TZG
FPP2X,IJ6YN,R42XN
FPP2X,IJ6YN,M7R60
92KQS,AX4GT,K8GR8
3Z8YM,PNIZZ,2S58Z
QA55Z,3QYEW,1C3NA
KYDVM,8LTIN,7DAJ8
5RZTU,4LUKG,UF64U
5RZTU,4LUKG,7EEQX
T6YDW,5ZGHJ,XDRX4
1E2AK,JUKBT,VXWSL
1E2AK,JUKBT,KSQSV
9CS1N,EFH82,0ICZQ
BIWA5,RLTYX,JKI8C
ED0SR,HSVO1,SIZ4C
ED0SR,HSVO1,HYRGP
QPU8U,W71RB,C09BF
OO7GR,TRHFI,XTVT6
OO7GR,TRHFI,BBTNU
1CGPG,SPZMZ,A8TL1
JXM68,S33VC,RNT78
FAXWJ,JO7IX,H9LH2
RYXD3,4I7R7,W9Z0P
TOC4X,X64OJ,M6FUH
T49S9,WO0VP,5YF7Q
A9FZY,69FBG,TOEA1
A9FZY,69FBG,5XMZ1
W5GOG,OZVWT,YMLDA
AIS2H,PYKVE,IQ68G
MX4YW,VE0QK,RZO44
0IBLC,U5HTT,XOUBG
0IBLC,U5HTT,OUOV9
VOMZD,3B9W2,IJSBO
1ZRV6,PWD0Y,86MUD
ZPTE4,EXYUB,7L4DJ
UFLXY,D28G6,7LIN6
1CGPG,T8TS3,8DL16
P2D9W,C97BA,07OI9
YZNCV,8N4O3,OEH0G
OEGS4,VCKII,1CPL1
OEGS4,VCKII,0X5LG
CPR6M,ZXWUF,UJB1G
VQLN0,COA8Y,NSG83
XDA65,53JN2,38MTS
CNPV2,9KNZ0,R95XS
8120Q,AB9FY,YGN1Y
H7SZ7,6O53T,WZSZ3
UY5CP,TA4BM,YLKHW
0Y5OX,TYOQN,P4EZU
U1OPI,AQDOO,NWOGS
4IT2L,YCOGT,L3R7I
CS6IM,Q8DMH,16UZ9
CS6IM,Q8DMH,07GKQ
29I41,ONNKS,DE7EW
IVCLP,PPKP0,BTNGW
HW4LH,4T4V8,UOHDO
DKMZI,SS8VT,KQF3R
34DA5,MD26V,Y96PJ
34DA5,MD26V,FSSQO
34DA5,MD26V,7FLEH
4GXAV,5B050,ZGPDS
80RYL,7M9CQ,6HG3G
BQMU0,TD7V4,PC6JI
PUNDM,EHXFU,SJLGF
MPSWT,MI34D,HIRMY
C9KK8,VP47H,D4IV3
BD8T1,0T0Y9,Z0O81
1BYHY,YXNF1,MIF7Q
DX7SM,B1M0X,MDX3K
6RXFG,CX6P5,T6X10
AVLMD,XGO7P,VECWO
AVLMD,XGO7P,KJRER
Q69AZ,XC7NA,8Z04L
BRACZ,A5I43,MCZ8E
0CKPE,Y5HDX,8G8XT
0CKPE,Y5HDX,R90T9
0CKPE,Y5HDX,91FUF
BRACZ,ZU6K6,JX21A
MKTEZ,M1ODX,TE5IP
8PS1L,R7N1U,5SDJQ
8PS1L,R7N1U,G2POJ
8PS1L,R7N1U,NNZNP
0O0K0,QKW9K,39J1R
0O0K0,QKW9K,5S2N1
0O0K0,QKW9K,3CLC9
GUK5T,OD9KG,PTHHX
GUK5T,OD9KG,1KTE0
58JA4,5U3Q3,CFUCP
6IKAH,M66WY,4G59S
FTYNZ,WS95V,3QW4A
FTYNZ,WS95V,PSL07
LL0J8,77CUI,F1KT4
LL0J8,77CUI,2I2I1
LL0J8,77CUI,TYKX9
LL0J8,77CUI,ANWDU
6VW4T,96Y7B,TY71N
1P85K,88XAX,UUGT7
ZUVG4,MSLTS,SQJX4
ZUVG4,MSLTS,DU5SE
D9XPV,KO6VF,KCXAM
D9XPV,KO6VF,MT8VT
U9CJS,9YXJR,972QX
UML0P,ZVEA7,81S3S
FJ8S4,CJAZN,ITNVF
2KFTE,AHZWB,KGK12
2KFTE,AHZWB,YSHP8
QFT7M,ONKUY,UHC5A
DHT4W,G686E,G5SJS
LWBDM,SOMCY,VICB2
TUF4I,V4AQO,BA0ZC
TUF4I,V4AQO,9206D
FY8SE,EQZRJ,0FVQF
V3QGW,TNI25,ZUJ2U
V3QGW,TNI25,RMG5B
DVVFS,KNLTH,Y1BQF
FQFAD,YLRFP,E9AQO
0O0K0,OK7C2,8H6HR
UQUWO,YU760,QBZLN
ZM96J,HL0U9,ULMY4
225AC,FM7HQ,HKGBR
KHEJM,40NU2,CKGRJ
KHEJM,40NU2,SQHMD
LDP2V,W66UZ,6ZR9H
QI0NH,IQBZZ,6ESZV
QI0NH,IQBZZ,SCXHY
QI0NH,IQBZZ,KCZE1
QXM28,DU6YT,K0ZZT
QXM28,DU6YT,EBUO9
7POXW,F5SPT,3C74W
U1G0V,A8U6E,D17S0
97OQ0,WBO55,U8DJ1
01D4U,FGDE2,4VPP0
01D4U,FGDE2,8P64P
PSRCH,5HRAH,3FTA2
SNZVZ,5YBW3,FX0T3
SNZVZ,5YBW3,YLG1K
XW63S,A4BVG,EMFN5
XW63S,A4BVG,0G80L
XW63S,KBXUD,UKHN3
XW63S,KBXUD,GCLU1
LZHSE,YMB4Q,T64EG
QFT7M,5Q8K9,I7Z6V
1RBTZ,HBKUN,8V4Z3
QKT9C,5AN0P,SDY06
3CMJ3,JAKT3,5MRF5
3CMJ3,JAKT3,317XC
3CMJ3,JAKT3,VZD7B
6WTO6,KC8E8,AEDZ9
6WTO6,KC8E8,J43T8
QFT7M,N8NNM,I7LVC
QFT7M,N8NNM,WCSTV
CNPV2,C0G39,887FR
CNPV2,C0G39,ZZ3F0
FTYNZ,ACMEU,4NQX3
ECOXA,B4SYL,NKOMM
ECOXA,B4SYL,WYA3B
1N1RG,5BEY4,B112K
QEEUO,7ER2K,L0OLL
QEEUO,7ER2K,VA6D1
8XEJM,AXORE,IL3ZC
KY1VR,YB781,9C1BV
Y2A63,TKN0T,5R0YO
Y2A63,TKN0T,CZP64
JX1EP,RQKA3,WNK1D
KVCPU,G6P3J,SQ8B2
KVCPU,G6P3J,6600F
P7GNB,NUHBA,2DLZU
P7GNB,NUHBA,6RF6V
KXAQM,IEVTA,K3XM9
V3IKV,LSEGD,97T73
RDY6D,D2Y97,43JLW
IZ7H1,0XFW9,WJLNL
0IBLC,89CCZ,121J0
5WPF8,J770S,V5VIK
OWDJI,YQJM3,ZJ9IA
OWDJI,YQJM3,5DSNT
103IX,PAAEA,VNWUG
B41K6,4OBSM,H76SR
TOC4X,FCPMK,MQJ1I
QNBDK,ZXHCE,02Q7M
QNBDK,ZXHCE,G3AGT
FGHGJ,WE99R,A97D6
AR01U,CGG70,DF7EA
AR01U,CGG70,UW31A
0Y5OX,LPOUT,NXV81
9WWA6,BRWAG,QXQZN
8NXJS,RJFJ4,MT2JU
OWRTP,WKDA0,C2R78
T6YDW,EAZVF,4MF43
6Y9PG,LWO13,1IC4Z
YSOY2,FAPA7,XVHYT
DSV00,5D82E,4OX5I
DSV00,5D82E,LXGBD
0FS6I,9AASA,3A7SY
0FS6I,9AASA,S2MN9
4JXAE,CRAUJ,XOEXU
ZUZ1G,RE16T,4VCZM
ZUZ1G,RE16T,WLZWE
WTJMD,PRUZ8,WWFGK
WTJMD,PRUZ8,54KNR
WTJMD,PRUZ8,FINCO
PNTR7,VV6RW,RIKAD
D9EVU,F5QJI,2Q0GI
KI7S1,S1QMT,XIP0M
KI7S1,S1QMT,GE47P
A0FJW,Z74MY,P378K
OSHBE,FXYGD,N2TIW
RFPMM,2MB5N,U3OKR
B1EWB,LJXIE,M1A4I
IMF2R,IOP6S,BYKW3
IMF2R,IOP6S,M8YF4
IMF2R,IOP6S,MCII7
IMF2R,IOP6S,6JWGH
QCU4H,SOBS9,ZROG2
49949,NHFUM,EOV7Y
49949,NHFUM,YCPO8
A24B0,7TERK,PVCA4
53DQU,CMW2S,LYAFL
WZNB4,10B1L,I41EP
KUGE3,5ZCX4,BZ7DM
FABMI,DAEBD,9WQCJ
LWJZW,QEWIN,KUZSU
LWJZW,QEWIN,LM6D6
LWJZW,QEWIN,0K3O3
LWJZW,QEWIN,JB042
DVVFS,KAFKL,09T1X
UY5CP,6VMYS,ZV1MX
CNPV2,CLZQ6,9NO1M
CNPV2,CLZQ6,PMLEC
RL94X,AFFGR,NKS6N
TCIB2,EFBWX,PJSLM
9RV8N,293WN,LNGRZ
9RV8N,293WN,6H1SP
WEHL2,J6K7A,0HDD4
DTFF0,UW46M,7ZKF7
DTFF0,UW46M,KI80O
9CS1N,XDVSH,JU9E9
KY1VR,VH9B5,ISURT
KY1VR,VH9B5,2A4TS
CNPV2,4CG82,QFJFH
V3QGW,GM2HG,RL5A2
8NXJS,2Y5Q5,5CAX2
8NXJS,2Y5Q5,GW6F2
YZNCV,5YDCY,9RAPS
YZNCV,5YDCY,8DRX1
KY1VR,1WMGD,NTEBE
ZSF25,K01WP,HFVH1
U5POR,4E79Y,QALS7
U5POR,4E79Y,59AVQ
41FOW,4NIG2,MJAXY
2KFTE,JACWW,HKAH8
R5Z9M,PCB1N,7UNAF
PSRCH,GG97J,SGVNU
PSRCH,GG97J,TANX3
HR35R,PT5QK,E32NB
1SXKW,S2FI3,CEPVH
KIGAN,GVR9Z,I4P2L
ZTMRS,57XU5,ILBM5
ZTMRS,57XU5,MYRKA
ZTMRS,57XU5,66HCN
ZTMRS,57XU5,CKTQT
PR0B4,0PTEY,TCYQ9
J0O6A,LRC7S,00HPD
JCSN0,M3SNL,GR91E
BQV8F,N4ZLJ,A0CMI
I3NZB,Y2AA6,3LYK9
BSWQN,C3U9G,1Y9N6
BSWQN,C3U9G,Q4Z17
PLJ5Q,PGBXB,6TRT9
PLJ5Q,PGBXB,LR0GI
N5LM5,506JU,NYI9R
N5LM5,506JU,RDNMY
4L1F3,8ZOKY,157L4
4L1F3,8ZOKY,EILDP
U1G0V,N0TTQ,POLO3
U1G0V,N0TTQ,5PHCL
BQV8F,6YS9D,Y7W0D
1TMXQ,EWS48,5Z8IA
1TMXQ,EWS48,UAYPY
T6YDW,XU180,LAQKN
T6YDW,XU180,5QKDK
ZICPK,BQ7B2,YGLVK
1UJX9,1T2V1,4D9DZ
FGYNW,9OR5S,UUWHQ
HDSGS,CLCJ5,E0H2Q
B1OU4,9PL1E,HXT0N
NQ93S,S1IZT,738D4
JWUY2,T4Z86,K2IW7
49949,0EIX1,VZK37
R47CP,YOVL7,65DDD
F3VXL,8E8AA,TTVY7
T49S9,N61F6,T4HZ0
XRCX9,OIYZM,S355T
O8RUE,L830D,SHX7I
2AHQ9,M17S6,Y5EL8
HW29B,JP814,VXYC4
MW64Q,X3G5K,A3QRP
04H5M,PDSMF,SN4ES
ECOXA,YEZB0,71M2V
5IIYT,APEWB,K6UOQ
6Y9PG,EZGCK,RQ7IC
KRLJ1,29TB9,W1U5W
BQHN5,85E8W,I0LNK
RBHAX,OLTFX,MRVST
RBHAX,OLTFX,YJGZM
MK7BI,YBSZH,7A3SS
7WK8W,JBIAS,4HVMQ
U6JMO,8LA7O,DV7XC
R47CP,ZC4VL,C88TD
R47CP,ZC4VL,250NL
R47CP,ZC4VL,8K4N8
R47CP,ZC4VL,GP8CR
R47CP,ZC4VL,VBT48
KY1VR,MHUG9,S9F5V
KY1VR,MHUG9,8YFZG
9CS1N,E794L,FR2CM
9CS1N,E794L,2ZDLR
Q8ZPT,DUC8A,2OE8C
0GW2Q,AAMPN,B6WU2
S8FF2,KF8TZ,5Y3DJ
PM7HN,KBS27,4TWA1
U6JMO,GIJXR,WCAZM
EIH2J,D9VGV,CWWA4
EIH2J,D9VGV,HDXCD
LI1MW,TDH8V,KHUTM
LI1MW,TDH8V,QRQZ8
LI1MW,TDH8V,ATRH5
LI1MW,TDH8V,5G55I
HV56J,3BM38,ETAXZ
QCU4H,10VAX,E8T4R
53JXE,KVSUM,VYWKE
53JXE,KVSUM,2FA3L
53JXE,KVSUM,FWALF
RZOPE,ONVWK,06Q4Z
3S3RA,G1153,QGSOS
EVM16,ISTKI,ZG1QO
QYVI6,GMA4P,MA7X9
IYQ2K,EWLFG,111N9
IYQ2K,EWLFG,RQ15D
IYQ2K,EWLFG,4DXFR
B64DW,G13VJ,VZP2F
67LDL,OAD0B,T1JDP
NJ1VR,INOWF,6Z1LX
7G30P,G3H5D,MV6B5
7G30P,G3H5D,BF4LP
IVAK8,FDWC2,VDNL0
P7GNB,7MVTL,U9YQI
UAS84,0AN3D,4P5KR
UAS84,0AN3D,1NBFX
MRCZZ,G90OY,SUM8G
MRCZZ,G90OY,UCFEL
BD8T1,XJUS0,SOWQI
4L1F3,5XJMH,DTZ7Y
8BLOK,847WJ,SMSYZ
9MHZK,2SITK,Z8RTQ
AVLMD,1WIE5,I2WPB
AVLMD,1WIE5,DI0ZL
RGA2G,2PHH0,8KPM7
RGA2G,2PHH0,KHOEF
UKPH3,8RGYZ,ABPO0
BRACZ,KMXDV,9HRUF
V4O3W,LADFE,HKZHL
SK7MK,BB2V5,Z1TJB
4H3OB,KB9CW,DLM60
QU4A9,00UE8,J8Z3Y
LS3PK,8ERWF,UBDCO
80RYL,Y0Q8F,9Q99R
VMW5Z,IP0DH,IWV95
LS3PK,L5U06,OY7WM
LS3PK,L5U06,2PJK6
VTQY1,Q1RK6,1YNLD
MDGBZ,T9L4C,08QN5
MDGBZ,T9L4C,KAYYE
ZADSK,7UOKI,BGMT1
J6IND,26GAE,2AFNI
J6IND,26GAE,V4XKD
J6IND,26GAE,4ZJMN
3MODL,XI1CR,12JD7
4JXAE,6X8K2,0565N
A0FJW,8AQ8K,9N2WI
A0FJW,8AQ8K,MDODP
A0FJW,8AQ8K,Y9W1E
8LQGN,PX1CE,1OMFK
8LQGN,PX1CE,KIF7T
8LQGN,PX1CE,4OUOX
YZOY6,IMYNE,KK04R
C5XTQ,RNFU9,RLY98
ED0SR,1YHTS,XXIWF
KS373,D7CMY,I8MH6
LWN92,6DGKS,E50M2
V4O3W,K1LT1,72UD8
U04UU,QW6UI,836F2
MK7BI,63ZDR,Z6CAI
708R1,ADMDD,W7RQN
CVTAH,I0HSR,QGTRF
Q69AZ,RDDFF,U40ES
BGLPL,V0STT,75UQC
FGXTB,BA7JK,CDH78
JXM68,ELDRV,MI08I
XJUVO,MI27A,XSV1H
PR0B4,3BAZ5,J503S
LO7O1,2T8TN,1YKHN
2UAZO,8PXI8,5IVGT
2UAZO,8PXI8,SDFVO
18CPE,VTWE5,9MDB0
ORDVS,ROVJJ,PHHKW
3MODL,347JO,S395P
0IBLC,6P9GM,TQTXX
FDB35,EUQAK,XYQW3
FDB35,EUQAK,CR7UZ
DRV2O,TMN0P,NILDT
6VW4T,BQAUL,KVXZA
BBU3I,X59WP,UH6AF
5MDZ2,QYAQU,TCHD7
L85SI,63SKW,1K0UD
RQCXT,WJKIG,06AND
RQCXT,WJKIG,88YRH
B1ZPP,A0PYD,XT4E1
B1ZPP,A0PYD,CK8K1
EIYQ8,IKTI7,UKPER
EIYQ8,IKTI7,909LN
EIYQ8,IKTI7,TNTLY
EIYQ8,IKTI7,PCCBY
EIYQ8,IKTI7,4K8PL
EIYQ8,IKTI7,5OIZI
EIYQ8,IKTI7,K9P42
7E1JE,LU1XI,4IVT7
6DW6U,VD259,3X2S1
6DW6U,VD259,GOJF5
JCSN0,XZEX3,C5N92
JCSN0,XZEX3,8JSMO
Y4QGH,YLSDX,LPN42
J8RJA,4HR9R,9UANL
W0V3C,3TJQ7,Q9HID
KJCO8,XHDFK,W685V
ZZUG5,H7WCP,MPBLZ
DVVFS,1ZZKU,OKY9K
CHDSM,NQC5E,ACMFC
KB3CZ,YDZ05,2SRRG
SNZVZ,YUZA6,A5IKY
SNZVZ,YUZA6,95XXX
YHZ34,GQUWI,6LLUS
2P8UK,2D5E7,BQSI9
2P8UK,2D5E7,LGJ33
JQIC0,QBCCI,OR3AB
SQYYD,S66Q5,U2ZBK
QWWXZ,G0EHL,YBQ5W
QWWXZ,G0EHL,9SYTP
XRCX9,G4WKR,51UK8
XRCX9,G4WKR,HIV99
OEI41,8ITYM,YBHZP
OEI41,8ITYM,ZS1QL
OEI41,8ITYM,NOE4I
K8UA4,BQF3D,UAFUQ
8XEJM,8KQ7J,SRYL7
8XEJM,8KQ7J,VKPRR
V35TG,UQ7QG,L0DML
V35TG,UQ7QG,BBIBF
7E1JE,A5D07,T5RAQ
T6YDW,C24A3,GSSPD
3UYX3,9617X,8W3Y3
BECT8,MITQ3,KG69L
1ZRV6,LB07W,KAR4W
O7AB6,385QS,NMM2R
O7AB6,385QS,2SIXM
O7AB6,385QS,P0BF4
GVRDR,MOFBG,BYNL5
T7F8L,9NE08,5TYZN
0W0QF,UYEV5,QIY0P
6YJBM,9NRQF,E46BW
6YJBM,9NRQF,1SZOH
V2A0I,WS663,8B7GZ
SZ01Y,7POQM,VPTVR
763SO,8EDF4,7GDHI
EVM6I,XCMZI,QRJ4C
EVM6I,XCMZI,UIVZZ
DRV2O,H017N,WEGWS
708R1,JT7LV,7JE3L
1UJX9,NDW1O,0ZN0G
GI9V3,BXZG3,5ABRK
1TMXQ,NBMF7,526MV
1TMXQ,NBMF7,BM8EZ
V7XH3,84CGO,YHU00
PO8AI,ACS3A,IG4EK
ECOXA,QOEFH,IPIQV
D4ZJJ,SGORG,I1X3L
D4ZJJ,SGORG,7675U
D4ZJJ,SGORG,G3IXU
YJH1X,3NTA0,Y0WEP
YJH1X,3NTA0,WOE4N
FOC3C,SIDSC,Z6SO7
IIN44,RBJP2,G43Y8
J4B39,EE16J,YBVTJ
3DQU6,Z7H7B,SKFRB
9M2CI,MW4R5,5H8O4
18CPE,Q3NGB,DUIP0
AZJ9T,S89AC,VR91J
L9T2C,J15HB,CBTS0
1DZEO,H32ZZ,A6F14
1DZEO,H32ZZ,4MJLE
0GW2Q,8HK12,LJJXQ
4GXAV,8AMMI,PMHEE
2G9J9,MBFZR,JF1TU
RSCP9,9J9ER,LUND1
UKPH3,UKPM9,EZLAZ
UKPH3,UKPM9,TJGJG
8PE3A,IC7PB,RY36U
8PE3A,IC7PB,E9792
WJ8LW,YFCYQ,W4WAR
4H3OB,G3Z0Y,N5JZ6
IJPJZ,BCSU0,7ABUJ
6OZK4,WMO63,KKS4F
YUFGV,CHMFQ,DZE31
YUFGV,CHMFQ,2X91W
F6J7E,OCGGQ,VUZZN
4GXAV,I232I,GK01N
4GXAV,I232I,6XLU6
VOMZD,E7EDD,WYW56
KIBGR,K99VF,VA9JU
QQQBA,ML5YO,4YLAM
QQQBA,ML5YO,B0Q5K
VI2VN,VCODQ,E0M92
VI2VN,VCODQ,Z4HYB
KPZII,BBE3G,GOL23
KPZII,BBE3G,4S3HQ
KPZII,BBE3G,KH60Q
6ZNYY,0YKOI,F6RB2
V3IKV,1HKNC,90I7N
Q8ZPT,E75WA,5SZI3
NJ1VR,843WN,IWLB9
NJ1VR,843WN,AS43A
NP78L,5S41Y,Z2K1U
LDP2V,XG5F2,NZ1NH
D6WUG,GZDXU,EES1U
UKPH3,4ULNL,VVJCW
HW4LH,IHD17,IQ3P5
HW4LH,IHD17,29GKK
NRW96,MBXVZ,X77OZ
LPT1R,B0OEE,SQIVY
FGYNW,S1W5X,6LL0E
FGYNW,S1W5X,DP3P5
J4V73,64FV9,LS8ZI
1ZRV6,KDKR3,VZ95M
DS8MH,HBRKD,LZNM8
DS8MH,HBRKD,83N8Q
HR35R,XAPZL,RX7D6
HR35R,XAPZL,KLLK6
04H5M,5WHU1,7A3Z1
FBB4P,2XYDR,SJ8GV
FBB4P,2XYDR,LSNEI
ZH11I,II1D4,8PTVN
31BAD,1731M,1W1R9
HW4LH,FO2GP,DX5ZL
IVAK8,LAEZ9,A4ISH
34DA5,9S8TY,VBE02
1TMXQ,MPDES,TODLO
1TMXQ,MPDES,ROYGP
S8FF2,RG7Y4,X1NT4
9M2CI,P9J48,4T5GS
NM40A,5PF2U,7RVZQ
NM40A,5PF2U,3GIXK
NM40A,5PF2U,W2ZJX
NL2AE,HPSK6,UP8UE
